web-scraper-order;web-scraper-start-url;pagination;productlink-href;title;price;discount;rating;reviews
1665218385-290;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-928862069-bomba-electrica-para-inflar-globos-doble-inflador-fiestas-_JM?hide_psmb=true#position=48&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=DEAL_OF_THE_DAY;Bomba Electrica Para Inflar Globos Doble Inflador Fiestas;385;8;4.4;163
1665218388-291;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://www.mercadolibre.com.mx/samsung-galaxy-a03-128-gb-azul-4-gb-ram/p/MLM18955027?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18955027&position=10&search_layout=grid&type=product&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Samsung Galaxy A03 128 GB azul 4 GB RAM;3299;8;4.6;314
1665218391-292;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-898940035-72-colores-marcadores-plumones-punta-de-pincel-dual-brush-_JM?hide_psmb=true#position=47&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;72 Colores Marcadores Plumones Punta De Pincel Dual Brush;207;62;4.7;248
1665218394-293;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-906832045-cortinas-serie-luces-300-led-decorativas-usb-8-modos-3x3m-_JM?hide_psmb=true#position=46&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Cortinas Serie Luces 300 Led Decorativas Usb 8 Modos 3x3m;125;23;4.7;650
1665218397-294;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1313691652-paquete-2-llantas-19565r15-michelin-energy-xm2-91v-_JM?hide_psmb=true#position=45&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Paquete 2 Llantas 195/65r15 Michelin Energy Xm2+ 91v;3523;24;4.9;53
1665218399-295;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-955324643-procesador-cpu-amd-ryzen-5-5600g-44ghz-6-core-am4-radeon-7-_JM?hide_psmb=true#position=44&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Procesador Cpu Amd Ryzen 5 5600g 4.4ghz 6 Core Am4 Radeon 7;2499;70;4.9;180
1665218402-296;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-963334785-soporte-porta-celular-pared-bano-cocina-impermeabl-antiempan-_JM?hide_psmb=true#position=43&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Soporte Porta Celular Pared Bano Cocina Impermeabl Antiempan;154;21;4.7;18
1665218405-297;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1487365160-fino-smartwatch-mujer-contesta-whatsapp-llamada-notificacion-_JM?hide_psmb=true#position=42&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Fino Smartwatch Mujer Contesta Whatsapp Llamada Notificacion;2650;5;null;null
1665218408-298;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1357019208-fundas-para-samsung-de-silicona-electrochapadacuerda-_JM?hide_psmb=true#position=41&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Fundas Para Samsung De Silicona Electrochapada+cuerda;143;20;4.3;44
1665218410-299;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://www.mercadolibre.com.mx/samsung-galaxy-a53-5g-128-gb-awesome-black-8-gb-ram/p/MLM19151372?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM19151372&position=9&search_layout=grid&type=product&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Samsung Galaxy A53 5G 128 GB awesome black 8 GB RAM;8299;17;4.5;156
1665218413-300;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-963411330-capa-bordada-de-harry-potter-_JM?hide_psmb=true#position=40&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=DEAL_OF_THE_DAY;Capa Bordada De Harry Potter;493;30;4.6;23
1665218416-301;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-920967358-mochila-de-gran-capacidad-con-cargador-usb-_JM?hide_psmb=true#position=39&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Mochila De Gran Capacidad Con Cargador Usb;290;55;4.5;1061
1665218419-302;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1480967566-colmi-v33-reloj-inteligente-mujer-con-temperatura-smartwatch-_JM?hide_psmb=true#position=38&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Colmi V33 Reloj Inteligente Mujer Con Temperatura Smartwatch;849;34;5;32
1665218422-303;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-848023413-tapabocas-cubrebocas-plisado-tricapa-termosellado-fda-y-ce-_JM?hide_psmb=true#position=37&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=DEAL_OF_THE_DAY;Tapabocas Cubrebocas Plisado Tricapa Termosellado Fda Y Ce;189;35;4.3;6752
1665218424-304;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-912539306-mascara-luz-led-la-purga-halloween-la-purga-colores-calidad-_JM?hide_psmb=true#position=36&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Máscara Luz Led La Purga Halloween La Purga Colores Calidad;105;73;4.7;249
1665218427-305;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1465804887-funda-acrigel-para-samsung-xiaomi-pocopremiumuso-rudo-_JM?hide_psmb=true#position=35&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Funda Acrigel Para Samsung, Xiaomi, Poco/premium/uso Rudo;63;36;4.4;5
1665218430-306;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://www.mercadolibre.com.mx/samsung-galaxy-a03-64-gb-negro-4-gb-ram/p/MLM18955019?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18955019&position=8&search_layout=grid&type=product&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=DEAL_OF_THE_DAY;Samsung Galaxy A03 64 GB negro 4 GB RAM;2599;18;4.6;314
1665218433-307;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-770767773-gel-limpiador-espumoso-cerave-piel-normal-grasa-acne-473-ml-_JM?hide_psmb=true#position=34&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Gel Limpiador Espumoso Cerave Piel Normal Grasa Acné 473 Ml;321;29;4.8;2164
1665218436-308;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1484230736-t700s-smartwatch-18-infinita-reloj-brilloso-gran-bateria-_JM?hide_psmb=true#position=33&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;T700s Smartwatch 1.8 Infinita Reloj Brilloso Gran Bateria;270;9;null;null
1665218438-309;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1483956320-chamarra-thats-hot-con-gorro-removible-para-hombre-_JM?hide_psmb=true#position=32&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Chamarra That´s Hot Con Gorro Removible Para Hombre;399;48;3.8;6
1665218441-310;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-955504092-cargador-xiaomi-original-turbo-33w-con-cable-tipo-c-6a-_JM?hide_psmb=true#position=31&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Cargador Xiaomi Original Turbo 33w Con Cable Tipo C 6a;473;21;4.7;359
1665218444-311;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://www.mercadolibre.com.mx/samsung-galaxy-s21-fe-5g-256-gb-lavanda-8-gb-ram/p/MLM18943754?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18943754&position=7&search_layout=grid&type=product&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Samsung Galaxy S21 FE 5G 256 GB lavanda 8 GB RAM;12499;30;4.6;71
1665218447-312;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-837757924-display-pantalla-touch-huawei-y6-2019-negro-_JM?hide_psmb=true#position=30&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Display Pantalla Touch Huawei Y6 2019 Negro;351;17;5;4
1665218450-313;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-794459454-funda-para-iphone-xxsmaxxr-otter-box-defenderclip-_JM?hide_psmb=true#position=29&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Funda Para iPhone X/xs/max/xr Otter Box Defender+clip;363;9;4.7;32
1665218452-314;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-919112601-reloj-telefono-inteligente-4g-smartwatch-android-celular-sim-_JM?hide_psmb=true#position=28&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Reloj Telefono Inteligente 4g Smartwatch Android Celular Sim;3599;14;null;null
1665218455-315;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://www.mercadolibre.com.mx/procesador-gamer-amd-ryzen-5-5600g-100-100000252box-de-6-nucleos-y-44ghz-de-frecuencia-con-grafica-integrada/p/MLM18424403?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18424403&position=6&search_layout=grid&type=product&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Procesador gamer AMD Ryzen 5 5600G 100-100000252BOX de 6 núcleos y  4.4GHz de frecuencia con gráfica integrada;2499;70;4.9;180
1665218458-316;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://www.mercadolibre.com.mx/xiaomi-redmi-note-10s-dual-sim-128-gb-blanco-piedra-6-gb-ram/p/MLM18027044?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18027044&position=5&search_layout=grid&type=product&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Xiaomi Redmi Note 10S Dual SIM 128 GB blanco piedra 6 GB RAM;4098;10;4.6;2630
1665218461-317;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-770764526-gel-limpiador-espumoso-cerave-piel-normal-a-grasa-236ml-_JM?hide_psmb=true#position=27&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Gel Limpiador Espumoso Cerave Piel Normal A Grasa - 236ml;236;25;4.7;1490
1665218464-318;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-875388281-kit-garnier-express-aclara-serum-crema-gel-con-vitamina-c-_JM?hide_psmb=true#position=26&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Kit Garnier Express Aclara Serum +crema +gel Con Vitamina C;328;30;4.6;3499
1665218467-319;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://www.mercadolibre.com.mx/samsung-galaxy-watch4-bluetooth-14-caja-44mm-de-aluminio-black-malla-black-de-fluoroelastomero-sm-r870/p/MLM18362369?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18362369&position=4&search_layout=grid&type=product&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;"Samsung Galaxy Watch4 (Bluetooth) 1.4"" caja 44mm de  aluminio black, malla  black de  fluoroelastómero SM-R870";3467;15;4.7;137
1665218470-320;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1383145566-cargador-xiaomi-18w-original-tipo-c-carga-rapida-_JM?hide_psmb=true#position=25&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Cargador Xiaomi 18w Original Tipo C. Carga Rápida;315;14;4.8;5
1665218472-321;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1438817840-celular-samsung-galaxy-a03-core-32gb-2gb-ram-light-green-_JM?hide_psmb=true#position=24&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Celular Samsung Galaxy A03 Core 32gb + 2gb Ram Light Green;2199;4;4.4;43
1665218475-322;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-828001645-xg8-audifonos-inalambricos-con-bluetooth-resistentes-al-agua-_JM?hide_psmb=true#position=23&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Xg8 Audífonos Inalámbricos Con Bluetooth Resistentes Al Agua;148;62;4.5;3185
1665218478-323;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1387576547-funda-samsung-s22plusultra-otterbox-defender-originalclip-_JM?hide_psmb=true#position=22&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Funda Samsung S22/plus/ultra Otterbox Defender Original+clip;393;10;4.5;17
1665218481-324;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1390936034-smartwatch-para-mujer-reloj-inteligente-deportivo-bluetooth-_JM?hide_psmb=true#position=21&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=DEAL_OF_THE_DAY;Smartwatch Para Mujer, Reloj Inteligente Deportivo Bluetooth;924;67;4.6;138
1665218483-325;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-939746335-cargador-inalambrico-magnetico-qi-carga-rapida-15w-ios-_JM?hide_psmb=true#position=20&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Cargador Inalámbrico Magnetico Qi Carga Rápida 15w Ios;315;16;3.1;51
1665218486-326;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://www.mercadolibre.com.mx/moto-g60-dual-sim-128-gb-plata-4-gb-ram/p/MLM18987344?pdp_filters=deal:MLM779363-3&hide_psmb=true#searchVariation=MLM18987344&position=3&search_layout=grid&type=product&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Moto G60 Dual SIM 128 GB plata 4 GB RAM;3978;10;4.6;1139
1665218489-327;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1385345739-cargador-xiaomi-33w-original-tipo-c-turbo-cargador-mdy11ex-_JM?hide_psmb=true#position=19&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Cargador Xiaomi 33w Original Tipo C. Turbo Cargador Mdy11ex;526;16;5;36
1665218492-328;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1474808624-funda-tpu-liquido-de-dos-colores-para-xiaomi-poco-redmi-_JM?hide_psmb=true#position=18&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Funda Tpu Líquido De Dos Colores Para Xiaomi Poco Redmi;128;24;null;null
1665218495-329;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-1415324654-reloj-inteligente-life-watch-mide-signos-vitales-cv-directo-_JM?hide_psmb=true#position=17&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Reloj Inteligente Life Watch Mide Signos Vitales Cv Directo;1999;33;4;35
1665218497-330;https://www.mercadolibre.com.mx/ofertas#c_id=/home/promotions-recommendations/element&c_uid=8e951fe9-02d6-4b9d-9780-784a618b3e25;https://www.mercadolibre.com.mx/ofertas?container_id=MLM779363-3&page=2;https://articulo.mercadolibre.com.mx/MLM-776241289-audifonos-inalambricos-_JM?hide_psmb=true#position=16&search_layout=grid&type=item&tracking_id=f0d5a95b-8648-455e-8205-09e03ac88a60&deal_print_id=bb3db125-c288-429d-8b40-e385af5a9c9d&promotion_type=TODAY_PROMOTION;Audífonos Inalámbricos;160;54;4.5;3907
